time,project,tvl
2024-11-06 00:00:00,phoenix,1.7616491522816345e+07
2024-11-16 00:00:00,raydium,1.2550598137631087e+09
2025-01-03 00:00:00,whirlpool,2.5180510697103488e+08
2024-11-06 00:00:00,meteora,8.161281840285807e+08
2025-01-08 00:00:00,meteora,5.1148153474213773e+08
2024-12-31 00:00:00,lifinity,2.5304403051868845e+07
2024-12-02 00:00:00,goosefx_ssl,5684.367001028519
2025-01-02 00:00:00,pumpdotfun,1.1442861351965573e+06
2024-11-23 00:00:00,goosefx_ssl,6606.186400308462
2024-12-30 00:00:00,pumpdotfun,1.0696690975497863e+06
2025-01-16 00:00:00,meteora,7.516759491958288e+08
2024-12-13 00:00:00,phoenix,2.0280854899461288e+07
2025-01-11 00:00:00,phoenix,1.6002368454757916e+07
2025-01-17 00:00:00,meteora,8.476827204393564e+08
2025-01-20 00:00:00,raydium,1.6218224552032728e+09
2024-11-14 00:00:00,meteora,9.590496899800062e+08
2024-11-25 00:00:00,raydium,1.4147804554636872e+09
2024-11-25 00:00:00,goosefx_ssl,6043.2728051726335
2024-11-04 00:00:00,whirlpool,2.1810390648220378e+08
2024-12-26 00:00:00,pumpdotfun,1.0433763333821748e+06
2024-12-25 00:00:00,goosefx_ssl,3024.121133944736
2025-01-19 00:00:00,meteora,1.0990388507038822e+09
2024-12-26 00:00:00,whirlpool,2.531890865331834e+08
2024-10-27 00:00:00,whirlpool,2.3393607940864217e+08
2024-11-02 00:00:00,whirlpool,2.2028543208336127e+08
2024-12-22 00:00:00,pumpdotfun,900739.1849067182
2024-12-27 00:00:00,phoenix,1.8831870630230606e+07
2025-01-22 00:00:00,raydium,1.6509570961912124e+09
2025-01-01 00:00:00,whirlpool,2.468851071167123e+08
2024-11-30 00:00:00,goosefx_ssl,6516.171374136509
2024-12-29 00:00:00,pumpdotfun,1.0827913315456936e+06
2024-11-26 00:00:00,lifinity,7.44856987672226e+07
2024-12-26 00:00:00,raydium,1.264401429921471e+09
2024-11-18 00:00:00,lifinity,1.9075216377686742e+08
2024-11-15 00:00:00,lifinity,2.5532638253495812e+08
2024-10-25 00:00:00,whirlpool,2.4022422374704456e+08
2024-12-19 00:00:00,goosefx_ssl,3431.7304389654373
2025-01-14 00:00:00,raydium,1.2748570567579024e+09
2024-11-12 00:00:00,raydium,1.142417462454806e+09
2025-01-21 00:00:00,goosefx_ssl,2341.786982663172
2025-01-03 00:00:00,raydium,1.3890568796707711e+09
2024-11-05 00:00:00,pumpdotfun,117006.75445303152
2024-11-11 00:00:00,goosefx_ssl,10236.842789102593
2024-10-25 00:00:00,pumpdotfun,15290.368943248273
2024-11-05 00:00:00,whirlpool,2.1087827422853875e+08
2025-01-12 00:00:00,phoenix,1.6916724018304456e+07
2025-01-22 00:00:00,lifinity,2.6880356780017313e+07
2024-11-07 00:00:00,meteora,1.0638107311326848e+09
2024-12-04 00:00:00,raydium,1.3994633418398714e+09
2025-01-04 00:00:00,whirlpool,2.665222007826041e+08
2024-12-14 00:00:00,goosefx_ssl,3986.143064065075
2024-11-22 00:00:00,goosefx_ssl,7324.676683532269
2025-01-02 00:00:00,goosefx_ssl,2825.553442275652
2024-10-30 00:00:00,meteora,8.601995093201559e+08
2025-01-14 00:00:00,phoenix,1.6229833258006454e+07
2025-01-13 00:00:00,goosefx_ssl,2347.6061720639937
2025-01-10 00:00:00,goosefx_ssl,2642.0870688102923
2024-10-30 00:00:00,lifinity,3.654778152503508e+07
2024-11-15 00:00:00,meteora,1.0459222203135756e+09
2025-01-06 00:00:00,raydium,1.455488426870978e+09
2025-01-09 00:00:00,pumpdotfun,1.3185078378409382e+06
2024-11-18 00:00:00,phoenix,2.1560543945102308e+07
2024-11-21 00:00:00,phoenix,1.6268512495613704e+07
2024-12-08 00:00:00,goosefx_ssl,5317.164438504515
2024-11-19 00:00:00,goosefx_ssl,8306.696690193483
2024-10-28 00:00:00,whirlpool,2.3800310188985345e+08
2024-11-19 00:00:00,pumpdotfun,449224.82370708743
2024-12-21 00:00:00,raydium,1.2256485600492013e+09
2024-11-21 00:00:00,whirlpool,2.6705610150061226e+08
2024-11-09 00:00:00,lifinity,6.654288417916683e+07
2025-01-08 00:00:00,goosefx_ssl,2746.875431421054
2025-01-19 00:00:00,phoenix,1.9385850054771956e+07
2024-11-12 00:00:00,lifinity,2.2327668249615744e+08
2024-12-07 00:00:00,whirlpool,2.5474461844216797e+08
2024-11-05 00:00:00,lifinity,2.3289279828165692e+08
2024-12-14 00:00:00,whirlpool,2.6353196759677184e+08
2024-10-25 00:00:00,raydium,7.631527107600933e+08
2024-11-24 00:00:00,whirlpool,2.5294206082432076e+08
2024-12-03 00:00:00,whirlpool,2.307587784817918e+08
2024-11-30 00:00:00,whirlpool,2.3276387639921826e+08
2024-10-29 00:00:00,goosefx_ssl,12701.100262891883
2024-11-17 00:00:00,goosefx_ssl,12570.1967991304
2024-12-19 00:00:00,whirlpool,2.639719396774052e+08
2024-12-02 00:00:00,pumpdotfun,789093.5498784281
2024-11-16 00:00:00,phoenix,1.9026510635417536e+07
2025-01-01 00:00:00,lifinity,2.53845660954843e+07
2024-12-18 00:00:00,phoenix,1.9700971163365714e+07
2025-01-01 00:00:00,goosefx_ssl,2807.813695239762
2025-01-10 00:00:00,pumpdotfun,1.2573597580053883e+06
2025-01-03 00:00:00,pumpdotfun,1.2521118269994147e+06
2024-12-20 00:00:00,lifinity,2.473933287481031e+07
2024-12-16 00:00:00,whirlpool,2.4839137636798677e+08
2025-01-08 00:00:00,raydium,1.3740088561611476e+09
2024-12-21 00:00:00,meteora,5.522762840083357e+08
2024-11-22 00:00:00,whirlpool,2.760327543677408e+08
2024-12-20 00:00:00,raydium,1.2106749915467296e+09
2024-11-13 00:00:00,goosefx_ssl,10123.299741040119
2024-12-13 00:00:00,meteora,1.0901202827443423e+09
2024-12-04 00:00:00,pumpdotfun,822228.2861204515
2024-12-05 00:00:00,phoenix,1.8505696356298786e+07
2024-11-04 00:00:00,phoenix,1.787985162988594e+07
2024-11-06 00:00:00,raydium,8.069048007193035e+08
2024-12-28 00:00:00,raydium,1.185782328641256e+09
2024-12-11 00:00:00,whirlpool,2.4619307792321604e+08
2024-12-09 00:00:00,meteora,6.771166267017918e+08
2024-12-12 00:00:00,phoenix,2.0230847439760614e+07
2024-10-25 00:00:00,lifinity,1.4548011823143573e+07
2024-11-24 00:00:00,goosefx_ssl,6240.971195477441
2025-01-01 00:00:00,raydium,1.263959280772687e+09
2024-12-13 00:00:00,whirlpool,2.3815554642957357e+08
2024-11-12 00:00:00,pumpdotfun,272186.18818259804
2024-11-10 00:00:00,pumpdotfun,213942.95571348033
2024-12-27 00:00:00,pumpdotfun,1.0132288051354309e+06
2024-12-23 00:00:00,lifinity,2.470546898565891e+07
2025-01-15 00:00:00,goosefx_ssl,2333.414785707838
2024-12-03 00:00:00,raydium,1.340416662473912e+09
2024-12-10 00:00:00,raydium,1.3296450477199278e+09
2024-12-09 00:00:00,whirlpool,2.905761291685958e+08
2024-12-16 00:00:00,raydium,1.3777625825042937e+09
2025-01-18 00:00:00,lifinity,3.4762606127532266e+07
2024-11-01 00:00:00,lifinity,4.013914139529153e+07
2024-11-25 00:00:00,whirlpool,2.626310974496199e+08
2024-12-08 00:00:00,whirlpool,2.51364981937099e+08
2024-12-27 00:00:00,goosefx_ssl,2976.178876301124
2024-12-24 00:00:00,meteora,5.207323625020384e+08
2024-10-27 00:00:00,raydium,7.692100581021706e+08
2024-12-03 00:00:00,meteora,1.079568793742171e+09
2024-11-08 00:00:00,lifinity,5.298143504254008e+07
2024-11-10 00:00:00,lifinity,1.1616956043872266e+08
2024-11-29 00:00:00,meteora,1.0185024493502328e+09
2024-10-26 00:00:00,goosefx_ssl,5166.215689189237
2025-01-17 00:00:00,goosefx_ssl,2455.512321012398
2024-12-11 00:00:00,meteora,9.850745967921042e+08
2024-12-29 00:00:00,raydium,1.2687974441477923e+09
2025-01-19 00:00:00,pumpdotfun,2.028084483635795e+06
2024-12-25 00:00:00,raydium,1.2667809688080819e+09
2024-11-20 00:00:00,goosefx_ssl,7038.296250340574
2025-01-04 00:00:00,raydium,1.4621972778608587e+09
2024-11-02 00:00:00,lifinity,2.4883489712870586e+08
2024-12-27 00:00:00,lifinity,2.5151558966644656e+07
2025-01-18 00:00:00,goosefx_ssl,2467.976206038755
2024-11-10 00:00:00,goosefx_ssl,8737.532164822785
2024-12-23 00:00:00,raydium,1.1484287580137277e+09
2024-11-25 00:00:00,phoenix,1.8847108350499317e+07
2024-11-08 00:00:00,goosefx_ssl,10286.656943132504
2024-11-23 00:00:00,meteora,1.3520588977417395e+09
2024-11-09 00:00:00,pumpdotfun,201218.23623599752
2024-11-02 00:00:00,goosefx_ssl,10464.4168086738
2024-12-12 00:00:00,meteora,9.676375605545745e+08
2024-12-18 00:00:00,meteora,7.478764003419563e+08
2024-12-05 00:00:00,meteora,9.181648123414017e+08
2025-01-13 00:00:00,pumpdotfun,1.340170093608269e+06
2024-11-19 00:00:00,whirlpool,2.6828808754225862e+08
2024-12-17 00:00:00,raydium,1.3489579426485467e+09
2024-12-31 00:00:00,raydium,1.2601917342036228e+09
2025-01-20 00:00:00,pumpdotfun,1.982640338009048e+06
2024-12-01 00:00:00,pumpdotfun,770451.6801596272
2024-11-01 00:00:00,goosefx_ssl,10557.901664051406
